autonumber,station_name,station_desc,sample_datetime,sample_datetime_utc,weights,enterococcus_value,tide_range_8665530,tide_hi_8665530,tide_lo_8665530,tide_stage_8665530,tide_range_TEC3127,tide_hi_TEC3127,tide_lo_TEC3127,moon_percent_illumination,moon_phase_angle,carocoops_CAP2_buoy_avg_salinity,carocoops_CAP2_buoy_avg_water_temperature,carocoops_FRP2_buoy_avg_salinity,carocoops_FRP2_buoy_avg_water_temperature,folly_creek_nexrad_summary_24,folly_creek_nexrad_summary_48,folly_creek_nexrad_summary_72,folly_creek_nexrad_summary_96,folly_creek_nexrad_summary_120,folly_creek_nexrad_summary_144,folly_creek_nexrad_summary_168,folly_creek_nexrad_summary_192,folly_creek_nexrad_dry_days_count,folly_creek_nexrad_rainfall_intensity,folly_creek_nexrad_total_1_day_delay,folly_creek_nexrad_total_2_day_delay,folly_creek_nexrad_total_3_day_delay,atlantic_nexrad_summary_24,atlantic_nexrad_summary_48,atlantic_nexrad_summary_72,atlantic_nexrad_summary_96,atlantic_nexrad_summary_120,atlantic_nexrad_summary_144,atlantic_nexrad_summary_168,atlantic_nexrad_summary_192,atlantic_nexrad_dry_days_count,atlantic_nexrad_rainfall_intensity,atlantic_nexrad_total_1_day_delay,atlantic_nexrad_total_2_day_delay,atlantic_nexrad_total_3_day_delay
112,TRI-065,3rd Ave,2015-09-16 11:23:00-04:00,2015-09-16 15:23:00+00:00,0.1,10,4.76,5.687,0.927,4000,4.64626,5.57326,0.927,0.064999928,150.4586562,,,35.156125,26.80488333,0,0,0,0.001471833,0.024558338,0.108449558,0.108449558,0.566793004,3,0,0,0,0.001471833,0,0,0,0.023229079,0.041060987,0.092332648,0.092709473,0.180074503,3,0,0,0,0.023229079
113,TRI-065,3rd Ave,2015-09-29 12:14:00-04:00,2015-09-29 16:14:00+00:00,1,62,7.51,8.046,0.536,4100,7.34908,7.88508,0.536,0.987981564,12.58781612,,,34.10824167,25.67758333,0,0,0.009814949,0.009814949,1.342476466,1.67071346,1.67071346,1.67071346,2,0,0,0.009814949,0,0,0,0.007451528,0.083634776,1.298075094,1.649378558,1.649378558,1.649378558,2,0,0,0.007451528,0.076183249
114,TRI-065,3rd Ave,2016-05-04 10:41:00-04:00,2016-05-04 14:41:00+00:00,0.1,10,6.548,6.32,-0.228,4200,6.4216,6.1936,-0.228,0.116117826,140.1535516,33.24629583,22.48579583,32.77837917,23.1046,0.8038,0.875535998,0.875535998,0.875535998,0.875535998,0.882681852,0.882681852,0.882681852,0,0.06805503,0.071735998,0,0,0.646768922,0.737696649,0.737696649,0.737696649,0.737696649,0.738627303,0.738627303,0.738627303,0,0.039114099,0.090927727,0,0
115,TRI-065,3rd Ave,2016-05-18 11:17:00-04:00,2016-05-18 15:17:00+00:00,0.1,10,4.872,5.582,0.71,4300,4.76036,5.47036,0.71,0.868913736,42.45332311,34.47710833,22.51479583,33.14320417,22.32147917,1.130799546,1.130799546,1.130799546,1.130799546,1.206531449,1.2363447,1.2363447,1.2363447,0,0.05983811,0,0,0,1.152037307,1.152037307,1.152037307,1.152037307,1.240503048,1.264860507,1.264860507,1.264860507,0,0.054188392,0,0,0
116,TRI-065,3rd Ave,2016-06-15 10:49:00-04:00,2016-06-15 14:49:00+00:00,0.1,10,4.528,6.068,1.54,2000,4.40664,5.94664,1.54,0.743795173,60.81767533,33.43940417,27.827225,32.790325,27.78886667,0,0,0.012256129,0.030176737,0.030176737,0.030176737,0.030176737,0.030176737,2,0,0,0.012256129,0.017920608,0,0,0.006187022,0.007706959,0.007706959,0.007706959,0.007706959,0.007706959,2,0,0,0.006187022,0.001519936
117,TRI-065,3rd Ave,2016-06-29 10:15:00-04:00,2016-06-29 14:15:00+00:00,0.1,10,5.535,6.363,0.828,2000,5.40774,6.23574,0.828,0.361129456,106.1254319,33.95629583,28.29669583,32.86087917,28.54098333,0.853354868,0.853354868,0.853354868,1.013970727,1.013970727,1.013970727,1.013970727,1.013970727,0,0.060208894,0,0,0.160615859,0.40671618,0.40671618,0.40671618,0.537267792,0.537267792,0.537267792,0.537267792,0.537267792,0,0.024596632,0,0,0.130551612
118,TRI-065,3rd Ave,2016-07-13 10:52:00-04:00,2016-07-13 14:52:00+00:00,0.1,10,4.908,5.549,0.641,2000,4.79702,5.43802,0.641,0.592032666,79.39335584,34.33484348,28.39845652,33.6175,29.8620381,0,0,0,0.242620821,0.248448146,0.248448146,0.671387396,0.671387396,3,0,0,0,0.242620821,0,0,0,0.334565685,0.341362098,0.341362098,0.660533253,0.660533253,3,0,0,0,0.334565685
119,TRI-065,3rd Ave,2016-07-27 09:50:00-04:00,2016-07-27 13:50:00+00:00,0.1,10,6.335,5.546,-0.789,2000,6.22408,5.43508,-0.789,0.496668839,90.38172578,35.29994167,28.655325,34.72935,30.3477375,0,0,0,0,0,0.039490778,0.047619659,0.087509617,5,0,0,0,0,0,0,0,0,0,0.024038056,0.037346981,0.077802589,5,0,0,0,0
120,TRI-065,3rd Ave,2016-08-10 09:59:00-04:00,2016-08-10 13:59:00+00:00,0.1,10,4.376,5.103,0.727,2100,4.27394,5.00094,0.727,0.428740549,98.19363062,35.14228333,29.87645833,35.348675,29.96356667,0.074218624,0.120348308,0.120348308,0.120348308,0.447439881,0.448590696,0.481345627,1.969752539,0,0.00628384,0.046129684,0,0,0.110360671,0.147197671,0.147476804,0.147476804,0.441502949,0.442297461,0.466673308,1.426580995,0,0.007786554,0.036836999,0.000279133,0
121,TRI-065,3rd Ave,2016-08-22 10:27:00-04:00,2016-08-22 14:27:00+00:00,0.1,10,6.736,6.314,-0.422,2300,6.60972,6.18772,-0.422,0.835819476,47.80631377,35.73049167,29.83151667,35.75925833,30.69817083,0,0.044769608,0.057549198,0.073689226,0.073689226,0.073689226,0.073689226,0.073689226,1,0,0.044769608,0.01277959,0.016140028,0,0.023261944,0.033803141,0.048017782,0.048017782,0.048017782,0.048017782,0.048017782,1,0,0.023261944,0.010541198,0.014214641
122,TRI-065,3rd Ave,2016-09-14 09:53:00-04:00,2016-09-14 13:53:00+00:00,0.1,10,5.626,6.402,0.776,4200,5.49796,6.27396,0.776,0.900268499,36.81858745,35.28895,28.1532875,35.67486667,28.38422083,0.355068151,0.413477917,0.413477917,0.413477917,0.413477917,0.413477917,0.413477917,0.413477917,0,0.012526009,0.058409766,0,0,0.346055377,0.380037625,0.385033397,0.385033397,0.385033397,0.385033397,0.385033397,0.385033397,0,0.012208058,0.033982248,0.004995772,0
123,TRI-065,3rd Ave,2016-09-28 10:02:00-04:00,2016-09-28 14:02:00+00:00,0.1,10,5.715,6.419,0.704,4200,5.58662,6.29062,0.704,0.086493294,145.7931544,33.73073333,27.35776667,34.20034167,27.28891667,0.005266008,0.92379463,0.92379463,0.92379463,1.363066385,1.363599436,1.363599436,1.402956952,0,0.001114638,0.918528622,0,0,0.00042411,1.152483026,1.152483026,1.152483026,1.476804009,1.476804009,1.555324021,1.577634999,0,0.00017954,1.152058916,0,0
124,TRI-065,3rd Ave,2017-05-03 10:56:00-04:00,2017-05-03 14:56:00+00:00,0.1,10,5.764,5.759,-0.005,2100,5.64882,5.64382,-0.005,0.488400287,91.32934849,33.83833333,23.61666667,32.68162083,24.25865417,0,0.604805245,0.604805245,0.604805245,0.604805245,0.604805245,0.604805245,0.604805245,1,0,0.604805245,0,0,0,0.808697646,0.808697646,0.808697646,0.808697646,0.808697646,0.808697646,0.808697646,1,0,0.808697646,0,0
125,TRI-065,3rd Ave,2017-05-17 10:10:00-04:00,2017-05-17 14:10:00+00:00,0.1,10,4.905,5.507,0.602,2100,4.79486,5.39686,0.602,0.697885633,66.68591539,34.00789474,24.08684211,33.52132083,24.7100125,0,0,0,0.640499383,0.857634601,0.857634601,0.857634601,0.857634601,3,0,0,0,0.640499383,0,0,0,0.687812096,0.923692802,0.923692802,0.923692802,0.923692802,3,0,0,0,0.687812096
126,TRI-065,3rd Ave,2017-06-06 10:37:00-04:00,2017-06-06 14:37:00+00:00,0.1,10,5.725,6.212,0.487,4200,5.60076,6.08776,0.487,0.888424937,39.02694906,34.5775,26.85583333,35.10240833,27.286775,1.024383648,1.197024182,1.197024182,1.197024182,1.344424639,1.344424639,1.344424639,1.344424639,0,0.054206939,0.172640534,0,0,0.712439402,0.898775095,0.898775095,0.898775095,1.054731372,1.059359141,1.059359141,1.059359141,0,0.03351102,0.186335693,0,0
127,TRI-065,3rd Ave,2017-06-21 11:24:00-04:00,2017-06-21 15:24:00+00:00,0.1,10,6.312,6.038,-0.274,4300,6.19124,5.91724,-0.274,0.142318349,135.672981,34.735,27.92083333,34.70173333,28.0406625,0.598018026,0.604415036,0.604415036,0.618317586,0.618317586,0.618317586,0.618317586,0.624304898,0,0.023014621,0.00639701,0,0.01390255,0.627529059,0.656839778,0.656839778,0.656840811,0.67827217,0.67827217,0.67827217,0.700562163,0,0.018975273,0.029310719,0,1.03E-06
128,TRI-065,3rd Ave,2017-07-12 10:53:00-04:00,2017-07-12 14:53:00+00:00,0.1,10,5.63,5.848,0.218,2300,5.51304,5.73104,0.218,0.925020406,31.78389147,35.51583333,28.62833333,34.70402917,29.82135417,0,0.064730871,0.62679243,0.841614807,1.316484184,1.316484184,1.316484184,1.316484184,1,0,0.064730871,0.56206156,0.214822377,0,0.001779222,0.113330332,0.18488738,0.578722561,0.578722561,0.578722561,0.578722561,1,0,0.001779222,0.11155111,0.071557048
129,TRI-065,3rd Ave,2017-07-26 11:23:00-04:00,2017-07-26 15:23:00+00:00,0.1,10,7.159,6.445,-0.714,2300,7.0301,6.3161,-0.714,0.088758377,145.3341544,35.41190476,29.18238095,34.9421125,29.4097375,0.048804947,1.620984897,1.840973263,1.840973263,1.840973263,1.8501957,2.319082352,2.335001891,0,0.002951536,1.57217995,0.219988366,0,0.031595388,0.862140839,1.029557111,1.029557111,1.029557111,1.02955768,1.385046003,1.400401309,0,0.002675075,0.830545452,0.167416271,0
130,TRI-065,3rd Ave,2017-08-07 09:57:00-04:00,2017-08-07 13:57:00+00:00,0.1,10,5.623,6.028,0.405,4100,5.50244,5.90744,0.405,0.994078129,8.826970551,34.75583333,28.13625,34.39222917,28.51549583,0,0.1782248,1.503477798,1.86841948,3.417233684,3.417233684,3.417233684,3.417233684,1,0,0.1782248,1.325252998,0.364941683,0,0.08913047,1.740813329,2.194211264,4.224188023,4.224188023,4.224188023,4.224188023,1,0,0.08913047,1.651682859,0.453397935
131,TRI-065,3rd Ave,2017-08-28 09:30:00-04:00,2017-08-28 13:30:00+00:00,0.1,10,4.669,6.983,2.314,2100,4.52934,6.84334,2.314,0.373585768,104.6449495,35.07666667,28.1975,,,0.22732345,0.261377032,0.300193078,1.914768777,2.341409673,2.341409673,2.341409673,2.34681302,0,0.019246708,0.034053582,0.038816046,1.614575699,0.305301598,0.410067495,0.458924313,1.463671534,2.038983219,2.038983219,2.038983219,2.042271917,0,0.016155534,0.104765897,0.048856818,1.004747221
132,TRI-065,3rd Ave,2017-08-28 09:30:00-04:00,2017-08-28 13:30:00+00:00,0.1,10,4.669,6.983,2.314,2100,4.52934,6.84334,2.314,0.373585768,104.6449495,35.07666667,28.1975,,,0.22732345,0.261377032,0.300193078,1.914768777,2.341409673,2.341409673,2.341409673,2.34681302,0,0.019246708,0.034053582,0.038816046,1.614575699,0.305301598,0.410067495,0.458924313,1.463671534,2.038983219,2.038983219,2.038983219,2.042271917,0,0.016155534,0.104765897,0.048856818,1.004747221
133,TRI-065,3rd Ave,2017-09-06 10:45:00-04:00,2017-09-06 14:45:00+00:00,0.1,10,5.968,6.491,0.523,4100,5.83818,6.36118,0.523,0.998868141,3.855943683,34.39333333,27.685,,,0.899075351,0.899075351,0.899075351,0.915547024,2.284147611,2.437594382,2.437594382,2.437594382,0,0.076121672,0,0,0.016471673,1.26391013,1.26391013,1.26391013,1.276304701,2.707654367,2.823656402,2.823656402,2.823656402,0,0.107011,0,0,0.012394571
134,TRI-065,3rd Ave,2017-09-27 10:59:00-04:00,2017-09-27 14:59:00+00:00,1,20,4.58,6.819,2.239,2200,4.44362,6.68262,2.239,0.395907177,102.0160476,33.03625,27.01083333,,,0,0,0,0,0.00371418,0.00371418,0.00371418,0.00371418,4,0,0,0,0,0,0,0,0,0.002898304,0.002898304,0.002898304,0.002898304,4,0,0,0,0
135,TRI-065,3rd Ave,2018-05-07 10:21:00-04:00,2018-05-07 14:21:00+00:00,0.1,10,4.337,4.949,0.612,2100,4.23802,4.85002,0.612,0.604304752,77.95912195,34.14166667,21.43291667,34.44541667,22.25416667,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.000775371,0.000775371,0.000775371,0.000775371,0.000775371,0.000775371,0.000775371,1,0,0.000775371,0,0
136,TRI-065,3rd Ave,2018-05-21 10:46:00-04:00,2018-05-21 14:46:00+00:00,0.1,10,6.345,5.969,-0.376,2100,6.22562,5.84962,-0.376,0.370492081,105.0116735,34.10333333,24.25875,34.82125,24.90416667,0.00998018,0.033213622,1.327158765,1.480471392,2.117896314,2.204810222,2.215898365,2.215898365,0,0.004224941,0.023233442,1.293945143,0.153312628,0.017199956,0.219228818,1.209481999,1.431021536,1.944443549,1.977170087,1.993037987,1.993037987,0,0.007281311,0.202028861,0.990253182,0.221539536
137,TRI-065,3rd Ave,2018-06-04 10:20:00-04:00,2018-06-04 14:20:00+00:00,0.1,10,4.829,5.467,0.638,2200,4.71966,5.35766,0.638,0.755811722,59.22797283,34.5125,26.70041667,34.0125,25.91541667,0,0.275322495,0.275322495,0.309298484,0.309298484,0.906664033,1.021823122,3.372550022,1,0,0.275322495,0,0.033975989,0,0.204105061,0.204105061,0.213756473,0.224151851,0.717264504,0.870426078,3.01031145,1,0,0.204105061,0,0.009651413
138,TRI-065,3rd Ave,2018-06-18 10:10:00-04:00,2018-06-18 14:10:00+00:00,0.1,10,6.88,6.327,-0.553,2200,6.75346,6.20046,-0.553,0.236555607,121.7954826,34.59166667,28.24416667,34.28,27.74791667,0,0,0.067075947,0.0858519,0.0858519,0.389837641,0.402075562,0.837323105,2,0,0,0.067075947,0.018775953,0,0,0.049815885,0.059873213,0.059873213,0.122549568,0.125037593,0.203579223,2,0,0,0.049815885,0.010057328
139,TRI-065,3rd Ave,2018-07-09 11:18:00-04:00,2018-07-09 15:18:00+00:00,0.1,10,5.027,6.383,1.356,2000,4.89934,6.25534,1.356,0.228140574,122.9371579,35.30291667,28.74833333,34.85541667,29.27791667,0,0.989873609,1.063332773,1.063332773,1.13564909,2.318179496,2.318179496,2.318179496,1,0,0.989873609,0.073459164,0,0.001891054,0.157728005,0.159393705,0.161190206,0.164914075,0.813987418,0.813987418,0.813987418,0,0.000800546,0.155836951,0.001665701,0.001796501
140,TRI-065,3rd Ave,2018-07-23 10:45:00-04:00,2018-07-23 14:45:00+00:00,0.1,10,5.498,6.202,0.704,4300,5.37396,6.07796,0.704,0.800066797,53.12053381,34.23791667,28.96875,34.0225,29.15708333,0.053102883,0.053102883,0.50770503,2.191253132,3.375077715,4.019045574,4.275454567,4.275454567,0,0.011240104,0,0.454602147,1.683548102,0.001876196,0.002253021,0.427359928,1.939051673,3.290353038,3.587367639,3.817574416,3.817574416,0,0.000397128,0.000376825,0.425106907,1.511691745
141,TRI-065,3rd Ave,2018-08-06 10:30:00-04:00,2018-08-06 14:30:00+00:00,0.1,10,5.033,5.789,0.756,2000,4.91722,5.67322,0.756,0.367285787,105.3924115,33.04916667,28.85041667,34.05458333,29.2025,0.042198759,0.117936113,0.868360888,1.628867603,1.813330484,1.960562871,2.466943705,4.099470071,0,0.004466033,0.075737353,0.750424776,0.760506715,0.0364198,0.057812938,0.647197604,1.331889359,1.51278233,1.800675353,2.154525665,3.705292884,0,0.007708854,0.021393138,0.589384665,0.684691755
142,TRI-065,3rd Ave,2018-08-22 09:42:00-04:00,2018-08-22 13:42:00+00:00,1,20,4.997,6.045,1.048,4200,4.8761,5.9241,1.048,0.828450282,48.93608157,34.98458333,27.50166667,34.95625,28.63625,0.006244892,0.006244892,0.050731584,0.182934631,0.182934631,0.183508568,0.184355446,0.732868587,0,0.00264367,0,0.044486691,0.132203048,0.017018464,0.017018464,0.051894127,0.125710551,0.125710551,0.125710551,0.125710551,0.276026564,0,0.007204479,0,0.034875663,0.073816423
143,TRI-065,3rd Ave,2018-09-26 10:08:00-04:00,2018-09-26 14:08:00+00:00,0.1,10,5.699,6.55,0.851,4000,5.568,6.419,0.851,0.990335785,11.28334661,26.65125,27.92291667,34.83666667,28.6725,0,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,0.119932721,1,0,5.46E-05,0,0,0,0,0,0,0,0.005755572,0.005755572,0.202327387,5,0,0,0,0
